end_to_end	chemical_ner	gene_ner	text
None	O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O	O O O O O O O O O O O B-GENE-Y O O O O B-GENE-Y O O B-GENE-Y O B-GENE-Y O O B-GENE-Y O B-GENE-Y O B-GENE-Y O	Moreover , the treatment downregulated the protein and gene expressions of inducible nitric oxide synthase ( iNOS ) , cyclooxygenase-2 ( COX-2 ) , TNF-α , IL-1β and IL-6 .
(21, 28, CPR_4) , (21, 32, CPR_4) , (21, 35, CPR_4) , (21, 37, CPR_4) , (21, 42, CPR_4) , (21, 48, CPR_4) , (21, 51, CPR_4) , (21, 53, CPR_4) , (21, 55, CPR_4)	O O O O O O O O O O O O O B-CHEMICAL O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-N O O O B-GENE-N O O B-GENE-N O B-GENE-Y O O O O B-GENE-Y O O O O O B-GENE-N O O B-GENE-N O B-GENE-Y O B-GENE-Y O O	Further , activated microglia-mediated apoptosis of PC-12 pheochromocytoma cells was significantly repressed by neoechinulin A. The molecular mechanism studies suggested that neoechinulin A may block the phosphorylation of mitogen-activated protein kinase ( MAPK ) molecule p38 , apoptosis signal-regulating kinase 1 ( ASK-1 ) and nuclear translocation of nuclear factor-κB ( NF-κB ) p65 and p50 subunits .
None	O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Regulation of these signalling pathways have most probably contributed to the anti-inflammatory activity of neoechinulin A. Collectively , these results suggest that with further studies neoechinulin A have a potential to be developed as a modulator of neuroinflammatory process in AD .
None	O O O O O O O O O O O B-CHEMICAL O O O O O O	B-GENE-Y O O O O O O B-GENE-Y O O O O O O O O O O	WNT6 is a novel target gene of caveolin-1 promoting chemoresistance to epirubicin in human gastric cancer cells .
None	O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O	Resistance to chemotherapy is a major obstacle for curative treatment of human gastric cancer ( GC ) .
None	O O O O O O O O O O	O O O O O O O O O O	However , the underlying molecular mechanisms are largely unknown .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O	B-GENE-N O O O O O O B-GENE-N O O O O O O O O O O O O O O O O O O O	Wingless-type MMTV integration site family members ( WNTs ) are secreted glycoproteins involved in embryogenesis and , on inappropriate expression in the adult , in cancer .
None	O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O	Here , we show expression of WNT6 in GC patient specimens , human GC cell lines and in a mouse model of GC .
None	O O O O O O O O O O O O O O O O O O O O O O O	O O O O O B-GENE-Y O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O	In human GC cells , WNT6 expression was enhanced by caveolin-1 ( Cav1 ) , a scaffold protein of plasma membrane caveolae .
None	O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O B-CHEMICAL O B-CHEMICAL O O	B-GENE-Y O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O	WNT6 knock-down and overexpression experiments demonstrated that WNT6 increased the resistance to apoptotic cell death induced by the anthracycline chemotherapeutics epirubicin ( Epi ) and doxorubicin ( Dox ) .
(0, 6, CPR_3) , (0, 17, CPR_3)	B-CHEMICAL O O O O O O O O O O O O O O O O O O O	O O O O O O B-GENE-N O O O B-GENE-Y O O B-GENE-Y O O O B-GENE-N O O	Epi increased the activity of the human WNT6 promoter through Cav1-dependent binding of β-catenin to the proximal WNT6 promoter .
(0, 3, CPR_3) , (0, 3, CPR_3) , (0, 5, CPR_3)	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O	Epi increased both WNT6/Wnt6 and Cav1 expression in human GC cells and within the tumor area of a murine model of GC ( CEA424-SV40 TAg ) .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O O	O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	In GC patients , WNT6 expression was positively associated with the tumor stage and the nodal status , and inversely correlated with the response to ECF ( Epi , cisplatin , 5-fluorouracil ) chemotherapy .
(19, 4, CPR_3) , (19, 6, CPR_3)	O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O	O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O O O O	These results showed that WNT6 and Cav1 are upregulated by chemotherapeutics and enhance the resistance of GC cells to anthracycline drugs .
None	O O O O O O O O O O O O O O O O O O	O O O O O B-GENE-Y O O O O O O O O O O O O	Understanding the molecular mechanisms driving WNT6/Cav1-induced drug resistance will provide benefits in developing new therapies for GC .
None	B-CHEMICAL O O O O O O O B-CHEMICAL O O O O	O O O O O O O O O O O O O	2,3,7,8-Tetrachlorodibenzo-p-dioxin-induced inflammatory activation is mediated by intracellular free calcium in microglial cells .
None	B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O	2,3,7,8-Tetrachlorodibenzo-p-dioxin ( TCDD ) has been known to induce inflammatory signaling in a number of cell types and tissues .
None	O O O O O O B-CHEMICAL O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O	However , the adverse effects of TCDD on the central nervous system ( CNS ) have not been entirely elucidated .
(17, 24, CPR_3) , (17, 28, CPR_3)	O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O B-GENE-Y O O O O O O O O O O O	In this study , using reverse transcriptase PCR ( RT-PCR ) and ELISA , we showed that TCDD up-regulated the expression and secretion of tumor necrosis factor-alpha ( TNF-α ) in a time-dependent manner in cultured HAPI microglial cells .
(0, 20, CPR_3) , (0, 24, CPR_3)	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O B-GENE-Y O O	TCDD also caused a fast ( within 30min as judged by the increase in its mRNA level ) activation of cytosolic phospholipase A2 ( cPLA2 ) .
(20, 8, CPR_3) , (20, 10, CPR_3)	O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O	O O O O O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O	This initial action was accompanied by up-regulation of cyclooxygenase-2 ( COX-2 ) , an important inflammation marker within 1h after TCDD treatment .
None	O O O O O O O O O B-CHEMICAL O O O O B-CHEMICAL O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O B-CHEMICAL O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	These pro-inflammatory responses were inhibited by two types of Ca(2 + ) blockers , bis-(o-aminophenoxy ) ethane-N , N , N',N'-tetra-acetic acid acetoxymethyl ester ( BAPTA-AM ) and nifedipine , thus , indicating that the effects are triggered by initial increase in the intracellular concentration of free Ca(2 + ) ( [Ca(2+)]i ) .
(2, 11, CPR_3)	O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O B-GENE-Y O O O O O B-GENE-Y O O O O O O O O O O O O O	Further , TCDD exposure could induce phosphorylation- and ubiquitination-dependent degradation of IкBα , and the translocation of NF-κB p65 from the cytosol to the nucleus in this microglial cell line .
(10, 3, CPR_3)	O O O O O O O O O O B-CHEMICAL O O	O O O B-GENE-N O O O O O O O O O	Thus , the NF-κB signaling pathway can be activated after TCDD treatment .
(16, 9, CPR_3)	O O B-CHEMICAL O O O O O O O O O O O O O B-CHEMICAL O	O O O O O O O O O B-GENE-N O O O O O O O O	However , Ca(2 + ) blockers also obviously attenuated NF-κB activation and transnuclear transport induced by TCDD .
(19, 13, CPR_3) , (19, 15, CPR_3)	O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O B-CHEMICAL O O O O O	O O O O O O O O O O O O O B-GENE-N O B-GENE-N O O O O O O O O O O O O O O O O	In concert with these results , we highlighted that the secretion of pro-inflammatory cytokine and NF-κB activation induced by TCDD can be mediated by elevation of [Ca(2+)]i in HAPI microglial cells .
None	O O O O O O B-CHEMICAL O O O O O O O O O	O O O O O O O O O O O O O O O O	Introduction : The pharmacological profile of eprosartan -- implications for cerebrovascular and cardiovascular risk reduction .
None	O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O	Moderate elevations in blood pressure translate to significant increases in cardiovascular and cerebro vascular risk .
None	O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O	Beneficially , this relationship allows small decreases in blood pressure to be associated with risk reduction .
None	O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O	Both the renin-angiotensin system and the sympathetic nervous system are involved in hypertension , hence targeting these systems is likely to be of benefit in the treatment of hypertension .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Angiotensin II type 1 receptor blockers ( ARBs ) are used for controlling blood pressure and treating heart failure in a broad range of patients , including those with diabetes and the elderly .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Not only have ARBs shown good efficacy and tolerability , they also appear to have a protective effect that goes beyond that expected from the reduction of blood pressure .
(2, 7, CPR_6) , (2, 13, CPR_6)	O O B-CHEMICAL O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O	O O O O O O O B-GENE-Y O O O O O B-GENE-Y O O O O O O O O O O O	The ARB eprosartan is a nonbiphenyl nontetrazole angiotensin II type 1 receptor ( AT1 ) antagonist , which acts to decrease total peripheral resistance .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O B-CHEMICAL O O	O O O O B-GENE-Y O O O O O O O B-GENE-Y O O O O O O O O	Eprosartan acts at vascular AT1 receptors ( postsynaptically ) and at presynaptic AT1 receptors , where it inhibits noradrenaline release .
None	O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O	In clinical studies , eprosartan has been shown to significantly reduce cardiovascular and cerebrovascular events , whilst avoiding the persistent cough that commonly occurs with the use of angiotensin-converting enzyme inhibitors .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O	Eprosartan can also be differentiated from other ARBs due to its noradrenergic effects , which other ARBs used at therapeutic doses do not possess .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Eprosartan , therefore , represents a useful therapeutic option in the management of patients with hypertension , including those with a history of stroke or with co-morbid type 2 diabetes mellitus .
None	O O O O O O O O O O O	O O B-GENE-N O O O O O O O O	Analysis of alpha 1L-adrenoceptor pharmacology in rat small mesenteric artery .
None	O O	O O	1 .
None	O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O B-GENE-Y O O B-GENE-N O O O O O O O O O O O O O O O O O O O O O B-GENE-N O O O O O O O O O	To illuminate the controversy on alpha 1A- or alpha 1L-adrenoceptor involvement in noradrenaline-mediated contractions of rat small mesenteric artery ( SMA ) , we have studied the effects of subtype-selective alpha 1-adrenoceptor agonists and antagonists under different experimental conditions .
None	O O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O	O O O O O O O O O O O O O O O O O O O O O O O O	2 . The agonist potency order in rat SMA was : A61603 > > SKF89748-A > cirazoline > noradrenaline > ST-587 > methoxamine .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O B-GENE-N O O B-GENE-Y O O	Prazosin antagonized all agonists with a low potency ( pA2 : 8.29 - 8.80 ) indicating the involvement of alpha 1L-rather than alpha 1A-adrenoceptors .
(7, 4, CPR_6) , (15, 12, CPR_6)	O O O O O O O B-CHEMICAL O O O O O O O B-CHEMICAL O O O O O B-CHEMICAL O O O O	O O O O B-GENE-N O O O O O O O B-GENE-Y O O O O O O O O O O O O O	3 . The putative alpha 1L-adrenoceptor antagonist JTH-601 , but not the alpha 1B-adrenoceptor antagonist chloroethylclonidine ( 10 microM ) antagonized noradrenaline-induced contractions of SMA .
(8, 5, CPR_6) , (27, 24, CPR_6) , (45, 42, CPR_5)	O O O O O O O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O	O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O B-GENE-Y O O B-GENE-Y O O O	The potency of the selective alpha 1D-adrenoceptor antagonist BMY 7378 against noradrenaline ( pA2 = 6.16 + /- 0.13 ) and of the selective alpha 1A-adrenoceptor antagonist RS-17053 against noradrenaline ( pKB = 8.35 + /- 0.10 ) and against the selective alpha 1A-adrenoceptor agonist A-61603 ( pKB = 8.40 + /- 0.09 ) were too low to account for alpha 1D- and alpha 1A-adrenoceptor involvement .
None	O O	O O	4 .
None	O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	The potency of RS-17053 ( pKB/pA2 's = 7.72 - 8.46 ) was not affected by lowering temperature , changing experimental protocol or inducing myogenic tone via KCl or U46619 .
None	O O	O O	5 .
None	O O O O O O O O O O O O O B-CHEMICAL O O O O O O O B-CHEMICAL O O O O O O O O O O O	O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O	Selective protection of a putative alpha 1A-adrenoceptor population against the irreversible action of phenoxybenzamine also failed to increase the potency of RS-17053 ( pA2 = 8.25 + /- 0.06 against A61603 ) .
None	O O O O O O O B-CHEMICAL O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O	O O O O O O O O O O O O O O B-GENE-Y O O B-GENE-N O O O O O O O O O O O O O O O	6 . Combined concentration-ratio analysis demonstrated that tamsulosin , which does not discriminate between alpha 1A- and alpha 1L-adrenoceptors , and RS-17053 competed for binding at the same site in the SMA .
None	O O	O O	7 .
None	O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O	O O O O O O O O O O O O O O B-GENE-N O O O O O O O B-GENE-N O O O	In summary , data obtained in our experiments in rat SMA indicate that the alpha 1-adrenoceptor mediating noradrenaline-induced contraction displays a distinct alpha 1L-adrenoceptor pharmacology .
None	O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O B-GENE-N O O O O O O O B-GENE-Y O O O O O	This study does not provide evidence for the hypothesis that alpha 1L-adrenoceptors represent an affinity state of the alpha 1A-adrenoceptor in functional assays .
None	O O O O O O O O O O O O	O O O O O O B-GENE-Y O O O O O	Furthermore , there is no co-existing alpha 1A-adrenoceptor in the SMA .
None	O O O O O O O O O O O	O O O O O O O O O O O	Discriminative stimulus effects of esteratic local anesthetics in squirrel monkeys .
None	O O O O O O O O O O O O B-CHEMICAL O O O O O O	O O O O O O O O O O O O O O O O O O O	A number of esteratic local anesthetics serve as positive reinforcers and produce cocaine-like discriminative stimulus effects in animals .
None	O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O	It has been suggested that the affinity of these compounds for a site on the dopamine transporter , and not their local anesthetic actions , is responsible for these abuse-related behavioral effects .
None	O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	In the present study , three local anesthetics previously shown to be self-administered in animals were examined in squirrel monkeys trained to discriminate cocaine ( 0.3 mg/kg ) from saline in a two-lever , food-reinforced procedure .
None	B-CHEMICAL O O O O O O O O O O O B-CHEMICAL O	O O O O O O O O O O O O O O	Dimethocaine ( 0.1 - 3.0 mg/kg ) fully and dose-dependently substituted for cocaine .
(34, 30, CPR_6) , (37, 30, CPR_6) , (47, 43, CPR_6)	O O B-CHEMICAL O O O O O B-CHEMICAL O O O O O O O O O O O O O O B-CHEMICAL O O O O O O B-CHEMICAL O O O B-CHEMICAL O O B-CHEMICAL O O O O O B-CHEMICAL O O O B-CHEMICAL O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O	Doses of dimethocaine ( 1.7 mg/kg ) and cocaine ( 0.3 mg/kg ) which produced full ( > 80 % ) substitution for cocaine were administered in combination with the dopamine D1 receptor antagonist SCH 39166 ( (-)-trans-6,7,7a,8,9,13b-hexahydro-3-chloro-2-hydroxy-N-methyl-5H -benzo [d]naphtho-(2,1-b)azepine ) and the dopamine D2 receptor antagonist raclopride ( both at 0.003 - 0.03 mg/kg ) .
None	B-CHEMICAL O O O O B-CHEMICAL O O O O B-CHEMICAL O B-CHEMICAL O O B-CHEMICAL O O O O O B-CHEMICAL O O	O O O O O O O O O O O O O O O O O O O O O O O O	SCH 39166 fully blocked the cocaine-like discriminative stimulus effects of dimethocaine and cocaine , but raclopride produced only partial antagonism of cocaine-lever selection .
None	O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O O O O O B-CHEMICAL O	O O O O O O O O O O O O O O O O O O O O	In addition , there was some evidence that raclopride blocked cocaine-lever responding produced by a lower dose of dimethocaine .
None	O O O O O B-CHEMICAL O O O O O O O B-CHEMICAL O O O O O O O B-CHEMICAL O O	O O O O O O O O O O O O O O O O O O O O O O O O	In substitution studies , neither procaine ( 1 - 10 mg/kg ) nor chloroprocaine ( 1 - 30 mg/kg ) produced cocaine-like effects .
None	O O O O O O B-CHEMICAL O O O O O O O O O	O O O O O O O O O O O O O O O O	These results support a role for dopamine in the behavioral effects of some local anesthetics .
None	O B-CHEMICAL O O O O O O O O O O O O O B-CHEMICAL O O O O O O O	O B-GENE-Y O O O O B-GENE-Y O O O O O O O O O O O O O O O O	Plasma N-terminal pro-brain natriuretic peptide and adrenomedullin : prognostic utility and prediction of benefit from carvedilol in chronic ischemic left ventricular dysfunction .
None	O O O O O O	O O O O O O	Australia-New Zealand Heart Failure Group .
None	O O O O O O O O O O B-CHEMICAL B-CHEMICAL O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O	O O O O O O O O O O B-GENE-Y O O O O O O O B-GENE-Y O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	OBJECTIVES : We sought to assess plasma concentrations of the amino (N)-terminal portion of pro-brain natriuretic peptide ( N-BNP ) and adrenomedullin for prediction of adverse outcomes and responses to treatment in 297 patients with ischemic left ventricular ( LV ) dysfunction who were randomly assigned to receive carvedilol or placebo .
None	O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O	BACKGROUND : Although neurohormonal status has known prognostic significance in heart failure , the predictive power of either N-BNP or adrenomedullin in chronic ischemic LV dysfunction has not been previously reported .
None	O O O B-CHEMICAL O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O	O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	METHODS : Plasma N-BNP and adrenomedullin were measured in 297 patients with chronic ischemic ( LV ) dysfunction before randomization to carvedilol or placebo , added to established treatment with a converting enzyme inhibitor and loop diuretic ( with or without digoxin ) .
None	O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O	The patients ' clinical outcomes , induding mortality and heart failure events , were recorded for 18 months .
None	O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	RESULTS : Above-median N-BNP and adrenomedullin levels conferred increased risks ( all p < 0.001 ) of mortality ( risk ratios [ 95 % confidence intervals ] : 4.67 [ 2 - 10.9 ] and 3.92 [ 1.76 - 8.7 ] , respectively ) and hospital admission with heart failure ( 4.7 [ 2.2 - 10.3 ] and 2.4 [ 1.3 - 4.5 ] , respectively ) .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Both of these predicted death or heart failure independent of age , New York Heart Association functional class , LV ejection fraction , previous myocardial infarction or previous admission with heart failure .
(0, 15, CPR_4) , (0, 17, CPR_4)	B-CHEMICAL O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O	Carvedilol reduced the risk of death or heart failure in patients with above-median levels of N-BNP or adrenomedullin , or both , to rates not significantly different from those observed in patients with levels below the median value .
None	O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O	O O O O O O O O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O	CONCLUSIONS : In patients with established ischemic LV dysfunction , plasma N-BNP and adrenomedullin are independent predictors of mortality and heart failure .
(0, 12, CPR_4) , (0, 14, CPR_4)	B-CHEMICAL O O O O O O O O O O O B-CHEMICAL O O O	O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O	Carvedilol reduced mortality and heart failure in patients with higher pre-treatment plasma N-BNP and adrenomedullin .
None	O O O O B-CHEMICAL O O O B-CHEMICAL O O O O O O O	O O O O O O O O O O O O O O O O	Synergistic anti-cancer effects of resveratrol and chemotherapeutic agent clofarabine against human malignant mesothelioma MSTO-211H cells .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O	Dietary phytochemicals as adjuvants have been suggested to play important roles in enhancing chemotherapeutic potential owing to multitargeted chemopreventive properties and lack of substantial toxicity .
None	O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Here , we investigated the efficacy of the combined treatment of various phytochemicals with the anticancer drug clofarabine in malignant mesothelioma MSTO-211H cells and normal mesothelial MeT-5A cells .
None	O O O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O	The combined treatment of resveratrol and clofarabine produced a synergistic antiproliferative effect in MSTO-211H cells , but not in MeT-5A cells .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O B-GENE-Y O O O O B-GENE-N O B-GENE-Y O B-GENE-Y O B-GENE-Y O O O B-GENE-Y O O O O O O O O O O	In MSTO-211H cells , the nuclear accumulation of Sp1 and the levels of p-Akt , Sp1 , c-Met , cyclin D1 , and p21 were effectively decreased by the combined treatment of them .
(3, 14, CPR_4) , (8, 14, CPR_4)	O O O B-CHEMICAL O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O	In combination with clofarabine , the ability of resveratrol to reduce the contents of Sp1 and its target gene products was also evident in a time- and dose-dependent experiment .
(6, 3, CPR_4) , (6, 12, CPR_4)	O O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O B-GENE-N O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O O	The inhibition of phosphoinositide 3-kinase using Ly294002 augmented a decrease in the p21 level induced by their combination , but it showed no significant effects on expression of Sp1 and cyclin D1 .
(13, 22, CPR_4) , (13, 24, CPR_4) , (15, 22, CPR_4) , (15, 24, CPR_4)	O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O B-GENE-N O B-GENE-Y O O O O O O O O O O O O O O O O O	Taken together , the data provide evidence that the synergistic antiproliferative effect of resveratrol and clofarabine is linked to the inhibition of Akt and Sp1 activities , and suggest that this combination may have therapeutic value in treatment of malignant mesothelioma .
(0, 14, CPR_3) , (0, 14, CPR_3)	B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O B-CHEMICAL O O O O	O O O O O O O O O O O O O O B-GENE-N I-GENE-N I-GENE-N O O	Phillyrin attenuates high glucose-induced lipid accumulation in human HepG2 hepatocytes through the activation of LKB1/AMP-activated protein kinase-dependent signalling .
None	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O	Phillyrin , an active constituent found in many medicinal plants and certain functional foods , has anti-obesity activity in vivo .
None	O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O B-CHEMICAL O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	The aim of our study was to provide new data on the molecular mechanism(s ) underlying the role of phillyrin in the prevention of high glucose-induced lipid accumulation in human HepG2 hepatocytes .
None	O O O B-CHEMICAL O O B-CHEMICAL O O O O O O	O O O O O O O O O O O O O	We found that phillyrin suppressed high glucose-induced lipid accumulation in HepG2 cells .
(0, 5, CPR_4) , (0, 9, CPR_4) , (4, 5, CPR_3) , (4, 9, CPR_3)	B-CHEMICAL O O O B-CHEMICAL B-CHEMICAL O O O O O O O O B-CHEMICAL O O O O O O O O	O O O O O B-GENE-Y O O O B-GENE-Y O O O O B-GENE-Y O O O O B-GENE-Y O O O	Phillyrin strongly inhibited high glucose-induced fatty acid synthase ( FAS ) expression by modulating sterol regulatory element-binding protein-1c ( SREBP-1c ) activation .
(13, 6, CPR_4) , (13, 10, CPR_4) , (13, 17, CPR_4)	O O O O O O B-CHEMICAL O O O O O O B-CHEMICAL O O O O O O O O O O O B-CHEMICAL O O	O O O O O O B-GENE-N O O O B-GENE-N O O O O O O B-GENE-N O O O O B-GENE-Y O O O O O	Moreover , use of the pharmacological AMP-activated protein kinase ( AMPK ) inhibitor compound C revealed that AMPK is essential for suppressing SREBP-1c expression in phillyrin-treated cells .
(16, 19, CPR_3)	O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O	O O O O O B-GENE-Y O O O B-GENE-Y O O O O O O O O O B-GENE-N O O O O	Finally , we found that liver kinase B1 ( LKB1 ) phosphorylation is required for the phillyrin-enhanced activation of AMPK in HepG2 hepatocytes .
(4, 16, CPR_4) , (4, 18, CPR_4) , (4, 20, CPR_3) , (4, 20, CPR_3) , (25, 29, CPR_3)	O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O B-GENE-N O O O O O O O O B-GENE-N O O O O O O O O O O O O	These results indicate that phillyrin prevents lipid accumulation in HepG2 cells by blocking the expression of SREBP-1c and FAS through LKB1/AMPK activation , suggesting that phillyrin is a novel AMPK activator with a role in the prevention and treatment of obesity .
